HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.name,Input.release_year,Input.exp_release_date,Input.developer,Input.esrb,Input.rating,Input.genres,Input.player_perspective,Input.has_multiplayer,Input.platforms,Input.available_on_steam,Input.has_linux_release,Input.has_mac_release,Answer.feedback,Answer.selected_attr11,Answer.selected_attr12,Answer.selected_attr21,Answer.selected_attr22,Answer.selected_attr31,Answer.selected_attr32,Answer.selected_attr41,Answer.selected_attr42,Answer.selected_attr51,Answer.selected_attr52,Answer.utterance1,Answer.utterance2,Answer.utterance3,Answer.utterance4,Answer.utterance5,Approve,Reject
3EN4YVUOUCD069TYAK58X60S9BVJX6,3VILS635XG28MUIG5F9MFAY3O0APSH,Write 5 conversational responses about a video game based on its attributes and context (type: confirm; attributes: 2),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.30 ,Tue Apr 09 00:42:03 PDT 2019,1,BatchId:3599991;OriginalHitTemplateId:920937336;,3600,1296000,Wed Apr 10 00:42:03 PDT 2019,,,3OONKJ5DKD5AG1FOB3AX4PMC7ILBOE,A1N53V41FMCR7Q,Submitted,Tue Apr 09 00:43:30 PDT 2019,Tue Apr 09 00:46:37 PDT 2019,Wed Apr 24 00:46:37 PDT 2019,,,,187,0% (0/0),0% (0/0),0% (0/0),<b>Ori and the Blind Forest</b>,Year: <b>2015</b>,,Developer: <b>Moon Studios</b>,ESRB content rating: <b>E (for Everyone)</b>,,"Genres: <b>adventure, platformer, puzzle</b>",Player perspective: <b>side view</b>,Has multiplayer: <b>no</b>,Platform: <b>Xbox</b>,,,,,name,release_year,name,has_multiplayer,name,developer,name,platforms,name,esrb,Do you mean Ori and the Blind Forest that was released in 2015?,"Are you talking about Ori and the Blind Forest, which has no multiplayer mode?",Is that Ori and the Blind Forest which was developed by Moon Studios?,Are you talking about Ori and the Blind Forest on Xbox?,Are you talking about the E rated Ori and the Blind Forest?,,
3UOMW19E6DR4WC3IUM5RIJWDQSC5C4,3VILS635XG28MUIG5F9MFAY3O0APSH,Write 5 conversational responses about a video game based on its attributes and context (type: confirm; attributes: 2),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.30 ,Tue Apr 09 00:42:03 PDT 2019,1,BatchId:3599991;OriginalHitTemplateId:920937336;,3600,1296000,Wed Apr 10 00:42:03 PDT 2019,,,3J88R45B2HKZE4UQVZFUIMIU0QCPXP,AIMYVNW1H4JG2,Submitted,Tue Apr 09 03:19:22 PDT 2019,Tue Apr 09 03:26:03 PDT 2019,Wed Apr 24 03:26:03 PDT 2019,,,,401,0% (0/0),0% (0/0),0% (0/0),<b>Battlefield V</b>,,"Expected release date: <b>October 16, 2019</b>",Developer: <b>EA Digital Illusions CE</b>,,,"Genres: <b>action, shooter</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>Xbox</b>,,,,"Interesting hit, I'm realizing it can be tricky coming up with natural sounding dialogue. Thanks for letting me participate!Have a great day!",name,exp_release_date,name,genres,name,developer,name,platforms,name,has_multiplayer,"Did you mean Battlefield V, the game that is coming out on October 16, 2019?","Are you talking about the first person shooter, Battlefield V?","You're referring to the newest EA Digital Illusions CE game, Battlefield V, right?","Is that Battlefield V, available on Xbox?",Are you talking about the multiplayer game Battlefield V?,,
3J94SKDEKIAE149WUI022PEVBSO5D4,3VILS635XG28MUIG5F9MFAY3O0APSH,Write 5 conversational responses about a video game based on its attributes and context (type: confirm; attributes: 2),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.30 ,Tue Apr 09 00:42:03 PDT 2019,1,BatchId:3599991;OriginalHitTemplateId:920937336;,3600,1296000,Wed Apr 10 00:42:03 PDT 2019,,,3WR9XG3T64XJAW2GF2J8LPUB71147I,AIMYVNW1H4JG2,Submitted,Tue Apr 09 03:06:56 PDT 2019,Tue Apr 09 03:19:13 PDT 2019,Wed Apr 24 03:19:13 PDT 2019,,,,737,0% (0/0),0% (0/0),0% (0/0),<b>Horizon: Zero Dawn</b>,Year: <b>2017</b>,,Developer: <b>Guerrilla Games</b>,ESRB content rating: <b>T (for Teen)</b>,,"Genres: <b>action-adventure, role-playing, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,,"This one was interesting, I play video games a lot, and even I had some tricky times coming up with how to make the questions sound natural. But I enjoyed doing this hit, thanks for letting me participate. Hope you have a lovely day!",name,platforms,name,release_year,name,developer,name,genres,name,esrb,Do you mean Horizon: Zero Dawn that you can play on Playstation?,"Are you talking about Horizon: Zero Down, the game that came out in 2017?",Is that the game called Horizon: Zero Down that Guerilla Games created?,Are we still talking about the shooting game Horizon: Zero Dawn?,"Do you mean Horizon: Zero Dawn, the game that is rated T and is probably not appropriate for our little brothers to play?",,
3T6EIBTM9L9D93I1540HKZMBI3SAAD,3VILS635XG28MUIG5F9MFAY3O0APSH,Write 5 conversational responses about a video game based on its attributes and context (type: confirm; attributes: 2),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.30 ,Tue Apr 09 00:42:03 PDT 2019,1,BatchId:3599991;OriginalHitTemplateId:920937336;,3600,1296000,Wed Apr 10 00:42:03 PDT 2019,,,3CFVK00FWM7W44VW2KDX1SWQYCDL6U,AIMYVNW1H4JG2,Submitted,Tue Apr 09 03:26:08 PDT 2019,Tue Apr 09 03:33:50 PDT 2019,Wed Apr 24 03:33:50 PDT 2019,,,,462,0% (0/0),0% (0/0),0% (0/0),<b>Diablo II</b>,Year: <b>2000</b>,,Developer: <b>Blizzard North</b>,ESRB content rating: <b>M (for Mature)</b>,,"Genres: <b>hack-and-slash, role-playing</b>",Player perspective: <b>bird view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>no</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>,"Very fun, think I finally got the hang of it. :) Thanks for letting this gamer participate. Have a great day!",name,release_year,name,developer,name,platforms,name,has_mac_release,name,has_multiplayer,"Are you talking about one of my favorite games, Diablo II, that came out in 2000?","You're referring to one of Blizzard North's most popular games, Diablo II, right?",Are you talking about the PC game Diablo II?,"Is this about the game Diablo II, that we can play on our Macs?","Are you talking about Diablo II, one of the best multiplayer games?",,
3126F2F5F8ONMK5FASK06D1X24QEPS,3VILS635XG28MUIG5F9MFAY3O0APSH,Write 5 conversational responses about a video game based on its attributes and context (type: confirm; attributes: 2),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.30 ,Tue Apr 09 00:42:03 PDT 2019,1,BatchId:3599991;OriginalHitTemplateId:920937336;,3600,1296000,Wed Apr 10 00:42:03 PDT 2019,,,3VA45EW49O9933XW96H8YD93L6U1OL,A2KG59JUICJLP0,Submitted,Tue Apr 09 00:42:20 PDT 2019,Tue Apr 09 00:47:44 PDT 2019,Wed Apr 24 00:47:44 PDT 2019,,,,324,100% (30/30),0% (0/0),0% (0/0),<b>Little Big Adventure</b>,Year: <b>1994</b>,,Developer: <b>Adeline Software International</b>,ESRB content rating: <b>T (for Teen)</b>,,Genres: <b>action-adventure</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>,,name,release_year,name,genres,name,player_perspective,name,available_on_steam,name,platforms,You mean the Little Big Adventure that dropped in 94?,"It's called Little Big Adventure and it's an action-adventure, right?",Don't you mean the Little Big Adventure that is a third person game?,The same Little Big Adventure up on Steam?,Are you referring to Little Big Adventure that you play on PC?,,
31YWE12TE0X7MESW9BGBUGVJIM8X72,3RPT4N9PTX9GVCDFA5M9HD18W15D4L,Write 5 conversational responses about a video game based on its attributes and context (type: confirm; attributes: 2),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.40 ,Sat Apr 13 17:30:20 PDT 2019,1,BatchId:3606388;OriginalHitTemplateId:920937336;,3600,1296000,Mon Apr 15 17:30:20 PDT 2019,,,36H9ULYP63GMS7070S4OFJWBODCFJ9,A1MW021IG07IMF,Submitted,Sun Apr 14 20:58:43 PDT 2019,Sun Apr 14 21:04:14 PDT 2019,Mon Apr 29 21:04:14 PDT 2019,,,,331,100% (3/3),100% (3/3),100% (3/3),<b>Ancient Cities</b>,,"Expected release date: <b>December 1, 2019</b>",Developer: <b>Uncasual Games</b>,,,"Genres: <b>simulation, strategy</b>",Player perspective: <b>bird view</b>,,Platform: <b>PC</b>,,,,,name,developer,name,platforms,name,exp_release_date,name,player_perspective,name,genres,Do you mean the Ancient Cities released by Uncasual Games?,Are you talking about the Ancient Cities that is for the PC?,"You mean the Ancient Cities that's not coming out till the December 1st, 2019 right?",So you're talking about the Ancient Cities with the bird view perspective right?,Do you mean the strategy-sim Ancient Cities?,,
3IWA71V4TI1OIEERQ1BJO2VNNBOX63,3RPT4N9PTX9GVCDFA5M9HD18W15D4L,Write 5 conversational responses about a video game based on its attributes and context (type: confirm; attributes: 2),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.40 ,Sat Apr 13 17:30:20 PDT 2019,1,BatchId:3606388;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 16 19:31:40 PDT 2019,,,3M0NZ3JDP2KKQPCMC2U1H1TOIR05ZA,A8VAYDSZ6Z6K4,Submitted,Mon Apr 15 20:08:34 PDT 2019,Mon Apr 15 20:15:11 PDT 2019,Tue Apr 30 20:15:11 PDT 2019,,,,397,0% (0/0),0% (0/0),0% (0/0),<b>NBA 2K19</b>,,"Expected release date: <b>September 11, 2019</b>",Developer: <b>Visual Concepts</b>,,,Genres: <b>sport</b>,,,Platform: <b>Nintendo Switch</b>,,,,My response five uses an attribute not listed because there were only 4 attributes listed.,name,platforms,name,developer,name,exp_release_date,name,genres,name,exp_release_date,Oh! So that's NBA 2K19 for the Nintendo Switch?,You mean NBA 2K19 from Visual Concepts?,"The NBA 2K19 that will be released on September 11, 2019?",So you're talking about the sports game NBA 2K19?,"You mean the NBA 2K19 slated for release on September 11, 2019, right?",,
3DGDV62G7OUVR4TZH8PZ4CS857E2P4,3RPT4N9PTX9GVCDFA5M9HD18W15D4L,Write 5 conversational responses about a video game based on its attributes and context (type: confirm; attributes: 2),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.40 ,Sat Apr 13 17:30:20 PDT 2019,1,BatchId:3606388;OriginalHitTemplateId:920937336;,3600,1296000,Mon Apr 15 17:30:20 PDT 2019,,,3AUQQEL7U6F4MYLBEZZMF0K1DYUV06,A1MW021IG07IMF,Submitted,Sun Apr 14 21:06:27 PDT 2019,Sun Apr 14 21:09:00 PDT 2019,Mon Apr 29 21:09:00 PDT 2019,,,,153,100% (3/3),100% (3/3),100% (3/3),<b>The Room</b>,Year: <b>2012</b>,,Developer: <b>Fireproof Games</b>,,,"Genres: <b>indie, point-and-click, puzzle</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>yes</b>,Has a Mac release: <b>no</b>,,name,available_on_steam,name,has_multiplayer,name,release_year,name,developer,name,genres,Do you mean the Steam game The Room?,Are you asking about the single player only The Room?,Do you mean the 2012 game The Room?,Do you mean The Room that was made by Fireproof Games?,Did you mean the puzzle solving point and click adventure game The Room?,,
3UAU495MIIDMQGQ0LSMQLVIAET1UOX,3RPT4N9PTX9GVCDFA5M9HD18W15D4L,Write 5 conversational responses about a video game based on its attributes and context (type: confirm; attributes: 2),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.40 ,Sat Apr 13 17:30:20 PDT 2019,1,BatchId:3606388;OriginalHitTemplateId:920937336;,3600,1296000,Mon Apr 15 17:30:20 PDT 2019,,,35H6S234SBMI2FSBAXXQK30TDDF65C,A1MW021IG07IMF,Submitted,Sun Apr 14 21:09:05 PDT 2019,Sun Apr 14 21:11:37 PDT 2019,Mon Apr 29 21:11:37 PDT 2019,,,,152,100% (3/3),100% (3/3),100% (3/3),<b>Need for Speed: The Run</b>,Year: <b>2011</b>,,Developer: <b>Firebrand Games</b>,ESRB content rating: <b>T (for Teen)</b>,,Genres: <b>driving/racing</b>,Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>Nintendo</b>,,,,,name,platforms,name,has_multiplayer,name,release_year,name,player_perspective,name,developer,"You mean the Need for Speed: The Run on Nintendo, correct?",Is this the Need for Speed: The Run with multiplayer?,"That's the Need for Speed: The Run that came out in 2011, right?",Do you mean the first person Need for Speed: The Run?,Is this the Need for Speed: The Run that Firebrand Games released?,,
37SOB9Z0SSIUL1AKTGAX65OG6BCL3Z,3RPT4N9PTX9GVCDFA5M9HD18W15D4L,Write 5 conversational responses about a video game based on its attributes and context (type: confirm; attributes: 2),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.40 ,Sat Apr 13 17:30:20 PDT 2019,1,BatchId:3606388;OriginalHitTemplateId:920937336;,3600,1296000,Mon Apr 15 17:30:20 PDT 2019,,,3DH6GAKTYZBISDM6N4ZYSYRHDMGYZB,A1MW021IG07IMF,Submitted,Sun Apr 14 21:11:38 PDT 2019,Sun Apr 14 21:14:50 PDT 2019,Mon Apr 29 21:14:50 PDT 2019,,,,192,100% (3/3),100% (3/3),100% (3/3),<b>Grand Theft Auto V</b>,Year: <b>2013</b>,,Developer: <b>Rockstar North</b>,ESRB content rating: <b>M (for Mature)</b>,,"Genres: <b>action-adventure, driving/racing, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>,,name,release_year,name,developer,name,available_on_steam,name,esrb,name,player_perspective,"Ah, the Grand Theft Auto V from 2013 is what you meant, correct?",Do you mean the Grand Theft Auto V developed by Rockstar North,So do you mean the Grand Theft Auto V on Steam?,"This is the Grand Theft Auto V that's go an M rating, correct?",Are you referring to the third person Grand Theft Auto V?,,
